,food.web,eco.type,node,genus,taxonomy.level,mov.type,met.type,new.mass,species.other,genus.other,met.mov.same,met.same,mov.same,met.other,mov.other
192,Chilean Intertidal Las Cruces,marine,petrolisthes spinifrons,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
193,Chilean Intertidal Las Cruces,marine,petrolisthes angulosus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
194,Chilean Intertidal Las Cruces,marine,petrolisthes tuberculatus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
195,Chilean Intertidal Las Cruces,marine,petrolisthes tuberculosus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
196,Chilean Intertidal Las Cruces,marine,trimusculus peruvianus,trimusculus,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
197,Chilean Intertidal Los Molles,marine,adenocystis utricularis,adenocystis,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
198,Chilean Intertidal Los Molles,marine,ahnfeltiopsis spp.,ahnfeltiopsis,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
199,Chilean Intertidal Los Molles,marine,bryopsis_spp,bryopsis_spp,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
200,Chilean Intertidal Los Molles,marine,centroceras spp.,centroceras,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
201,Chilean Intertidal Los Molles,marine,ceramium spp.,ceramium,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
202,Chilean Intertidal Los Molles,marine,chaetomorpha_spp,chaetomorpha_spp,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
203,Chilean Intertidal Los Molles,marine,chondrus  canaliculatus,chondrus,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
204,Chilean Intertidal Los Molles,marine,cladophora spp.,cladophora,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
205,Chilean Intertidal Los Molles,marine,codium dimorpha,codium,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
206,Chilean Intertidal Los Molles,marine,colpomenia phaeodactyla,colpomenia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
207,Chilean Intertidal Los Molles,marine,colpomenia sinuosa,colpomenia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
208,Chilean Intertidal Los Molles,marine,corallina offcinalis var. chilensis,corallina,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
209,Chilean Intertidal Los Molles,marine,durvillaea antarctica,durvillaea,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
210,Chilean Intertidal Los Molles,marine,ectocarpus silicosus,ectocarpus,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
211,Chilean Intertidal Los Molles,marine,enteromorpha compressa,enteromorpha,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
212,Chilean Intertidal Los Molles,marine,gelidium rex,gelidium,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
213,Chilean Intertidal Los Molles,marine,Gelidium chilensis,Gelidium,genus,sessile,primary producer,0.00021171432392857138,0,1,0,0,0,0,0
214,Chilean Intertidal Los Molles,marine,glossophora kunthii,glossophora,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
215,Chilean Intertidal Los Molles,marine,grateloupia ,grateloupia,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
216,Chilean Intertidal Los Molles,marine,gymnogongrus furcellatus,gymnogongrus,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
217,Chilean Intertidal Los Molles,marine,halopteris funicularis,halopteris,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
218,Chilean Intertidal Los Molles,marine,hildenbrandia lecanelieri,hildenbrandia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
219,Chilean Intertidal Los Molles,marine,laurencia chilensis,laurencia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
220,Chilean Intertidal Los Molles,marine,lessonia nigrescens,lessonia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
221,Chilean Intertidal Los Molles,marine,mazzaella laminarioides,mazzaella,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
222,Chilean Intertidal Los Molles,marine,montemaria horridula,montemaria,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
223,Chilean Intertidal Los Molles,marine,lithothamnion spp.,lithothamnion,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
224,Chilean Intertidal Los Molles,marine,Nothogenia fastigiata,Nothogenia,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
225,Chilean Intertidal Los Molles,marine,petalonia fascia,petalonia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
226,Chilean Intertidal Los Molles,marine,petroglossum spp.,petroglossum,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
227,Chilean Intertidal Los Molles,marine,peysonella spp.,peysonella,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
228,Chilean Intertidal Los Molles,marine,polysiphonia_spp,polysiphonia_spp,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
229,Chilean Intertidal Los Molles,marine,porphyra_spp,porphyra_spp,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
230,Chilean Intertidal Los Molles,marine,Prionitis decipiens,Prionitis,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
231,Chilean Intertidal Los Molles,marine,ralfsia spp.,ralfsia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
232,Chilean Intertidal Los Molles,marine,rama novazelandensis,rama,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
233,Chilean Intertidal Los Molles,marine,rhizoclonium cilindricum,rhizoclonium,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
234,Chilean Intertidal Los Molles,marine,Rhodymenia skottsbergii,Rhodymenia,genus,sessile,primary producer,0.00022799999999999996,0,1,0,0,0,0,0
235,Chilean Intertidal Los Molles,marine,Sarcothalia crispata,Sarcothalia,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
236,Chilean Intertidal Los Molles,marine,schottera nicaensis,schottera,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
237,Chilean Intertidal Los Molles,marine,schyzimenia doryophora,schyzimenia,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
238,Chilean Intertidal Los Molles,marine,scythosiphon lomentaria,scythosiphon,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
239,Chilean Intertidal Los Molles,marine,Trematocarpus dichotomus,Trematocarpus,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
240,Chilean Intertidal Los Molles,marine,ulva rigida,ulva,species,sessile,primary producer,1e-05,0,0,0,1,0,0,0
241,Chilean Intertidal Los Molles,marine,ulvella spp.,ulvella,genus,sessile,primary producer,1e-05,0,0,0,1,0,0,0
242,Chilean Intertidal Los Molles,marine,petrolisthes punctatus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
243,Chilean Intertidal Los Molles,marine,petrolisthes spinifrons,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
244,Chilean Intertidal Los Molles,marine,petrolisthes angulosus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
245,Chilean Intertidal Los Molles,marine,petrolisthes tuberculatus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
246,Chilean Intertidal Los Molles,marine,petrolisthes tuberculosus,petrolisthes,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
247,Chilean Intertidal Los Molles,marine,trimusculus peruvianus,trimusculus,species,walking,invertebrate,11.21801142857143,0,0,1,0,0,0,0
248,Chesapeake Bay,marine,Carcinus sp.,Carcinus,genus,walking,invertebrate,14.835496681818181,0,1,0,0,0,0,0
249,Chesapeake Bay,marine,Portunus spinimanus,Portunus,species,walking,invertebrate,20.05,0,1,0,0,0,0,0
250,Chesapeake Bay,marine,Leptogorgia virgulata,Leptogorgia,species,sessile,invertebrate,5.288749536619201,0,0,1,0,0,0,0
251,Chesapeake Bay,marine,Paravortex genellipara,Paravortex,species,swimming,invertebrate,1.0825144356150753,0,0,1,0,0,0,0
252,Carpinteria,terrestrial aboveground,Salicornia virginica,Salicornia,species,other,primary producer,0.011145268310926073,0,0,0,0,1,0,0
253,Carpinteria,terrestrial aboveground,Distichlis spicata,Distichlis,species,other,primary producer,0.011145268310926073,0,0,0,0,1,0,0
254,Carpinteria,terrestrial aboveground,Frankenia salina,Frankenia,species,sessile,primary producer,18.8312813372138,0,0,0,0,1,0,0
255,Carpinteria,terrestrial aboveground,Jaumea carnosa,Jaumea,species,sessile,primary producer,18.8312813372138,0,0,0,0,1,0,0
256,Carpinteria,terrestrial aboveground,Limonium californicum,Limonium,species,sessile,primary producer,18.8312813372138,0,0,0,0,1,0,0
257,Carpinteria,terrestrial aboveground,Monanthocloe littoralis,Monanthocloe,species,sessile,primary producer,18.8312813372138,0,0,0,0,1,0,0
258,Carpinteria,terrestrial aboveground,Cordylanthus maritimus,Cordylanthus,species,sessile,primary producer,18.8312813372138,0,0,0,0,1,0,0
259,Scottish Lake,lakes,Fragilaria vaucheriae,Fragilaria,species,sessile,primary producer,8.796666666666665e-10,1,0,0,0,0,0,0
260,Scottish Lake,lakes,Fragilaria virescens,Fragilaria,species,sessile,primary producer,9.244137142857143e-09,0,1,0,0,0,0,0
261,Scottish Lake,lakes,Frustulia rhomboides var saxonica,Frustulia,species,sessile,primary producer,7.762499999999999e-10,0,1,0,0,0,0,0
262,Scottish Lake,lakes,Frustulia rhomboides var viridula,Frustulia,species,sessile,primary producer,7.762499999999999e-10,0,1,0,0,0,0,0
263,Scottish Lake,lakes,Diatoma	sp.	2,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
264,Scottish Lake,lakes,Diatoma	sp.	3,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
265,Scottish Lake,lakes,Diatoma	sp.	6,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
266,Scottish Lake,lakes,Diatoma	sp.	5,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
267,Scottish Lake,lakes,Diatoma hyemale var mesodon,Diatoma,species,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
268,Scottish Lake,lakes,Diatoma	sp.	1,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
269,Scottish Lake,lakes,Diatoma	sp.	4,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
270,Scottish Lake,lakes,Brachysira brebissonii,Brachysira,species,sessile,primary producer,7.56e-09,1,0,0,0,0,0,0
271,Scottish Lake,lakes,Peronia fibula,Peronia,species,sessile,primary producer,5.6475e-10,1,0,0,0,0,0,0
272,Scottish Lake,lakes,Eunotia incisa,Eunotia,species,sessile,primary producer,1.48e-09,1,0,0,0,0,0,0
273,Scottish Lake,lakes,Eunotia curvata,Eunotia,species,sessile,primary producer,1.4571e-09,0,1,0,0,0,0,0
274,Scottish Lake,lakes,Tabellaria flocculosa,Tabellaria,species,sessile,primary producer,2.9634e-09,1,0,0,0,0,0,0
275,Scottish Lake,lakes,Aulacoseira distans var nivalis,Aulacoseira,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
276,Scottish Lake,lakes,Achnanthes austriaca var helvetica,Achnanthes,species,sessile,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
277,Scottish Lake,lakes,Achnanthes marginulata,Achnanthes,species,sessile,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
278,Scottish Lake,lakes,Eunotia denticulata,Eunotia,species,sessile,primary producer,2.71e-09,1,0,0,0,0,0,0
279,Scottish Lake,lakes,Eunotia rhomboidea,Eunotia,species,sessile,primary producer,3.07e-10,1,0,0,0,0,0,0
280,Scottish Lake,lakes,Eunotia sp.,Eunotia,genus,sessile,primary producer,1.4571e-09,0,1,0,0,0,0,0
281,Scottish Lake,lakes,Eunotia vanheurckii var intermedia,Eunotia,species,sessile,primary producer,1.4571e-09,0,1,0,0,0,0,0
282,Scottish Lake,lakes,Diatoma sp. 2,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
283,Scottish Lake,lakes,Diatoma sp. 3,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
284,Scottish Lake,lakes,Diatoma sp. 6,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
285,Scottish Lake,lakes,Diatoma sp. 5,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
286,Scottish Lake,lakes,Diatoma sp. 1,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
287,Scottish Lake,lakes,Diatoma sp. 4,Diatoma,genus,sessile,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
288,Scottish Lake,lakes,Fragilaria	vaucheriae,Fragilaria,species,sessile,primary producer,9.244137142857143e-09,0,1,0,0,0,0,0
289,Gearagh,terrestrial belowground,Anemone nemorosa,Anemone,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
290,Gearagh,terrestrial belowground,Osmunda regalis,Osmunda,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
291,Gearagh,terrestrial belowground,Ranunculus ficaria,Ranunculus,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
292,Gearagh,terrestrial belowground,Ranunculus repens,Ranunculus,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
293,Gearagh,terrestrial belowground,Urtica dioica,Urtica,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
294,Gearagh,terrestrial belowground,Veronica montana,Veronica,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
295,Gearagh,terrestrial belowground,Phylum Bryophyta,Phylum,species,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
296,Gearagh,terrestrial belowground,Fraxinus excelsior,Fraxinus,species,sessile,detritus,8.213918675604468,0,0,0,0,0,0,1
297,Gearagh,terrestrial belowground,Alnus glutinosa,Alnus,species,sessile,detritus,8.213918675604468,0,0,0,0,0,0,1
298,Gearagh,terrestrial belowground,Quercus robur,Quercus,species,sessile,detritus,8.213918675604468,0,0,0,0,0,0,1
299,Dutch Microfauna food web PlotA,terrestrial belowground,Fungal mycelium,Fungal,species,sessile,heterotrophic fungi,4.12e-08,0,0,0,0,1,0,0
300,Dutch Microfauna food web PlotB,terrestrial belowground,Fungal mycelium,Fungal,species,sessile,heterotrophic fungi,3.9000000000000005e-08,0,0,0,0,1,0,0
301,Dutch Microfauna food web PlotC,terrestrial belowground,Fungal mycelium,Fungal,species,sessile,heterotrophic fungi,3.9000000000000005e-08,0,0,0,0,1,0,0
302,Lake Malawi,lakes,Chaoborus edulis,Chaoborus,unclassified,swimming,invertebrate,10.0,0,0,0,1,0,0,0
303,Lake Malawi,lakes,Zooplankton,Zooplankton,unclassified,swimming,invertebrate,0.0009920000800000004,1,0,0,0,0,0,0
304,FloridaIslandE1,terrestrial aboveground,Pseudococcus,Pseudococcus,genus,walking,invertebrate,0.08022791531784722,0,0,1,0,0,0,0
305,FloridaIslandE3,terrestrial aboveground,Pseudococcus,Pseudococcus,genus,walking,invertebrate,0.07970220555703447,0,0,1,0,0,0,0
306,Blackrock Stream,streams,Achnanthes sp. (small),Achnanthes,genus,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
307,Blackrock Stream,streams,Cocconeis sp.,Cocconeis,genus,floating,primary producer,1.093823333333333e-08,0,1,0,0,0,0,0
308,Blackrock Stream,streams,Eunotia sp.,Eunotia,genus,floating,primary producer,1.4571e-09,0,1,0,0,0,0,0
309,Blackrock Stream,streams,Fragilaria vaucheriae,Fragilaria,species,floating,primary producer,8.796666666666665e-10,1,0,0,0,0,0,0
310,Blackrock Stream,streams,Navicula bicephala,Navicula,species,floating,primary producer,9.011079761538462e-09,0,1,0,0,0,0,0
311,Blackrock Stream,streams,Microspora sp.,Microspora,genus,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
312,Blackrock Stream,streams,Terrestrial Invertebrates,Terrestrial,unclassified,floating,invertebrate,0.00035790502631578955,0,0,0,1,0,0,0
313,Blackrock Stream,streams,Achnanthes lanceoloata,Achnanthes,species,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
314,Blackrock Stream,streams,Achnanthes saxonica,Achnanthes,species,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
315,Blackrock Stream,streams,Cymbella aspera,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
316,Blackrock Stream,streams,Gomphonema cf. olivaceum,Gomphonema,species,floating,primary producer,1.5083304166666666e-09,0,1,0,0,0,0,0
317,Blackrock Stream,streams,Gomphonema parvulum,Gomphonema,species,floating,primary producer,1.5312249999999995e-09,1,0,0,0,0,0,0
318,Blackrock Stream,streams,Gomphonema subclavatum,Gomphonema,species,floating,primary producer,1.5083304166666666e-09,0,1,0,0,0,0,0
319,Blackrock Stream,streams,Aucalosira sp.,Aucalosira,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
320,Blackrock Stream,streams,Navicula cryptocephala,Navicula,species,floating,primary producer,1.2900000000000003e-08,1,0,0,0,0,0,0
321,Blackrock Stream,streams,Synedra ulna,Synedra,species,floating,primary producer,2.9008e-09,1,0,0,0,0,0,0
322,Blackrock Stream,streams,Tabellaria flocculosa,Tabellaria,species,floating,primary producer,2.9634e-09,1,0,0,0,0,0,0
323,Blackrock Stream,streams,Spirogyra,Spirogyra,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
324,Blackrock Stream,streams,Audouinella,Audouinella,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
325,Blackrock Stream,streams,Cymbella kappii,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
326,Blackrock Stream,streams,Cymbella minuta,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
327,Blackrock Stream,streams,Frustulia rhomboides,Frustulia,species,floating,primary producer,7.762499999999999e-10,0,1,0,0,0,0,0
328,Blackrock Stream,streams,Meridion circulare,Meridion,species,floating,primary producer,2.2490000000000004e-09,1,0,0,0,0,0,0
329,Blackrock Stream,streams,Navicula avenacea,Navicula,species,floating,primary producer,9.011079761538462e-09,0,1,0,0,0,0,0
330,Blackrock Stream,streams,Nitzschia sp. (small),Nitzschia,genus,floating,primary producer,3.8549775230307695e-09,0,1,0,0,0,0,0
331,Blackrock Stream,streams,Pinnularia sp. (large),Pinnularia,genus,floating,primary producer,1.4994999999999996e-08,0,1,0,0,0,0,0
332,Blackrock Stream,streams,Surirella (small),Surirella,genus,floating,primary producer,1.1232500000000001e-08,0,1,0,0,0,0,0
333,Blackrock Stream,streams,Oedogonium,Oedogonium,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
334,Blackrock Stream,streams,Navicula rhynchocephala,Navicula,species,floating,primary producer,9.011079761538462e-09,0,1,0,0,0,0,0
335,Blackrock Stream,streams,Nitzschia sp. (large),Nitzschia,genus,floating,primary producer,3.8549775230307695e-09,0,1,0,0,0,0,0
336,Blackrock Stream,streams,Pinnularia (small - mesolepta??),Pinnularia,genus,floating,primary producer,1.4994999999999996e-08,0,1,0,0,0,0,0
337,Blackrock Stream,streams,Achnanthes linearis,Achnanthes,species,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
338,Blackrock Stream,streams,Cymbella cuspidata,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
339,Blackrock Stream,streams,Stephanodiscus sp.,Stephanodiscus,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
340,Blackrock Stream,streams,Caloneis sp. ?,Caloneis,genus,floating,primary producer,1.3700000000000002e-08,0,1,0,0,0,0,0
341,Blackrock Stream,streams,Stauroneis sp.,Stauroneis,genus,floating,primary producer,1.465e-10,0,1,0,0,0,0,0
342,Blackrock Stream,streams,Gomphoneis herculeana,Gomphoneis,species,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
343,Blackrock Stream,streams,Melosira varians,Melosira,species,floating,primary producer,3.830657142857144e-09,1,0,0,0,0,0,0
344,Blackrock Stream,streams,Cyclotella sp.,Cyclotella,genus,floating,primary producer,1.0499999999999997e-10,1,0,0,0,0,0,0
345,Blackrock Stream,streams,Navicula sp.,Navicula,genus,floating,primary producer,9.01e-10,1,0,0,0,0,0,0
346,Blackrock Stream,streams,Diatoma heimale,Diatoma,species,floating,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
347,Blackrock Stream,streams,Eunotia sp. large,Eunotia,genus,floating,primary producer,1.4571e-09,0,1,0,0,0,0,0
348,Blackrock Stream,streams,Rhoicosphenia curvata,Rhoicosphenia,species,floating,primary producer,4.3310714285714285e-09,0,1,0,0,0,0,0
349,Blackrock Stream,streams,Rhopalodia novae zelandicae,Rhopalodia,species,floating,primary producer,5.0949999999999995e-09,0,1,0,0,0,0,0
350,Blackrock Stream,streams,Fragilaria spp.,Fragilaria,genus,floating,primary producer,9.244137142857143e-09,0,1,0,0,0,0,0
351,Broad Stream,streams,Achnanthes lanceoloata,Achnanthes,species,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
352,Broad Stream,streams,Cocconeis sp.,Cocconeis,genus,floating,primary producer,1.093823333333333e-08,0,1,0,0,0,0,0
353,Broad Stream,streams,Cymbella kappii,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
354,Broad Stream,streams,Cymbella minuta,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
355,Broad Stream,streams,Eunotia sp.,Eunotia,genus,floating,primary producer,1.4571e-09,0,1,0,0,0,0,0
356,Broad Stream,streams,Fragilaria vaucheriae,Fragilaria,species,floating,primary producer,8.796666666666665e-10,1,0,0,0,0,0,0
357,Broad Stream,streams,Frustulia rhomboides,Frustulia,species,floating,primary producer,7.762499999999999e-10,0,1,0,0,0,0,0
358,Broad Stream,streams,Gomphonema cf. olivaceum,Gomphonema,species,floating,primary producer,1.5083304166666666e-09,0,1,0,0,0,0,0
359,Broad Stream,streams,Gomphonema parvulum,Gomphonema,species,floating,primary producer,1.5312249999999995e-09,1,0,0,0,0,0,0
360,Broad Stream,streams,Gomphonema subclavatum,Gomphonema,species,floating,primary producer,1.5083304166666666e-09,0,1,0,0,0,0,0
361,Broad Stream,streams,Aucalosira sp.,Aucalosira,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
362,Broad Stream,streams,Meridion circulare,Meridion,species,floating,primary producer,2.2490000000000004e-09,1,0,0,0,0,0,0
363,Broad Stream,streams,Navicula cryptocephala,Navicula,species,floating,primary producer,1.2900000000000003e-08,1,0,0,0,0,0,0
364,Broad Stream,streams,Navicula sp.,Navicula,genus,floating,primary producer,9.01e-10,1,0,0,0,0,0,0
365,Broad Stream,streams,Nitzschia sp. (small),Nitzschia,genus,floating,primary producer,3.8549775230307695e-09,0,1,0,0,0,0,0
366,Broad Stream,streams,Ulothrix,Ulothrix,genus,floating,primary producer,0.17666175818620392,0,0,0,0,0,1,0
367,Broad Stream,streams,Achnanthes linearis,Achnanthes,species,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
368,Broad Stream,streams,Achnanthes saxonica,Achnanthes,species,floating,primary producer,1.9712261904761903e-09,0,1,0,0,0,0,0
369,Broad Stream,streams,Cyclotella sp.,Cyclotella,genus,floating,primary producer,1.0499999999999997e-10,1,0,0,0,0,0,0
370,Broad Stream,streams,Cymbella aspera,Cymbella,species,floating,primary producer,1.9869888888888886e-09,0,1,0,0,0,0,0
371,Broad Stream,streams,Diatoma heimale,Diatoma,species,floating,primary producer,1.177391220909091e-08,0,1,0,0,0,0,0
372,Broad Stream,streams,Eunotia sp. large,Eunotia,genus,floating,primary producer,1.4571e-09,0,1,0,0,0,0,0
373,Broad Stream,streams,Gomphonema sp. (skinny - tenue??),Gomphonema,genus,floating,primary producer,1.5083304166666666e-09,0,1,0,0,0,0,0
374,Broad Stream,streams,Navicula rhynchocephala,Navicula,species,floating,primary producer,9.011079761538462e-09,0,1,0,0,0,0,0
375,Broad Stream,streams,Pinnularia (small - mesolepta??),Pinnularia,genus,floating,primary producer,1.4994999999999996e-08,0,1,0,0,0,0,0
376,Broad Stream,streams,Pinnularia sp. (large),Pinnularia,genus,floating,primary producer,1.4994999999999996e-08,0,1,0,0,0,0,0
377,Broad Stream,streams,Tabellaria flocculosa,Tabellaria,species,floating,primary producer,2.9634e-09,1,0,0,0,0,0,0
378,Broad Stream,streams,Closterium sp.,Closterium,genus,floating,primary producer,9.14e-11,1,0,0,0,0,0,0
379,Broad Stream,streams,Microspora sp.,Microspora,genus,sessile,primary producer,0.17666175818620392,0,0,0,0,0,1,0
380,Broad Stream,streams,Terrestrial invertebrates,Terrestrial,unclassified,floating,invertebrate,0.0011971028780487806,0,0,0,1,0,0,0
381,Broad Stream,streams,Gomphonema truncatum,Gomphonema,species,floating,primary producer,1.5083304166666666e-09,0,1,0,0,0,0,0
382,Broad Stream,streams,Nitzschia sp. (large),Nitzschia,genus,floating,primary producer,3.8549775230307695e-09,0,1,0,0,0,0,0
383,Broad Stream,streams,Synedra rumpens,Synedra,species,floating,primary producer,2.95616e-08,0,1,0,0,0,0,0
384,Broad Stream,streams,Synedra ulna,Synedra,species,floating,primary producer,2.9008e-09,1,0,0,0,0,0,0
